id,rooms,address,price,lat,lon,canton
"609,4.5,""Hasle b. Burgdorf, Kalchofenstrasse 24"",1195,47.0171775,7.6534211,berne"
"610,4.5,""St-Imier, Passage des Jardins 1"",990,47.1518636,6.9931512,berne"
"611,4,""4536 Attiswil, Contact agency for the address"",1130,47.2472537,7.6138290,berne"
"612,5.5,""2513 Twann, Contact agency for the address"",2180,47.0994762,7.1618606,berne"
"613,4,""Rubigen, Hirschweid 601"",2120,46.9010614,7.5495827,berne"
"614,4.5,""Herzogenbuchsee, Wiesenweg 5"",1978,47.1912185,7.6975233,berne"
"615,N/A,""3780 Gstaad, Contact agency for the address"",N/A,46.4732478,7.2960233,berne"
"616,5.5,""Langenthal, Belchenstr. 17"",1480,47.2248541,7.7861926,berne"
"617,3.5,""Bremgarten b. Bern, Ländlistrasse 30"",1605,46.9721266,7.4347634,berne"
"618,3.5,""Tavannes, Grand-Rue 24"",820,47.2207996,7.2014730,berne"
"619,2.5,""Tramelan, Rue de la Gare 28"",1150,47.2232133,7.1046323,berne"
"620,4.5,""Busswil BE, Bahnhofstrasse 7"",1382,47.0995156,7.3208438,berne"
"621,1,""Ostermundigen, Unterer Chaletweg 25"",990,46.9584489,7.5053204,berne"
"622,3.5,""Moutier, Prévôté 1"",1250,47.2790826,7.3714468,berne"
"623,3,""Roggwil BE, Platanenweg 7"",1220,47.2451156,7.8180681,berne"
"624,4.5,""Aarberg, Burgweg 35"",1340,47.0427199,7.2852805,berne"
"625,4.5,""Münchenbuchsee, Schaalweg (Neumatt III) 4"",1300,47.0236180,7.4548890,berne"
"626,3,""Biel-Bienne, Tessenbergstr. 55"",1550,47.1312773,7.2193310,berne"
"627,3.5,""Pieterlen, Schlangernweg 25"",850,47.1735809,7.3266913,berne"
"628,3.5,""Bern, Riedbachstr. 97"",1820,46.9444850,7.3758216,berne"
"629,3.5,""Ostermundigen, Nobsstrasse 5"",1300,46.9590655,7.4931682,berne"
"630,2.5,""Moutier, Sous-Chaux 25"",650,47.2755447,7.3782963,berne"
"631,4.5,""Saanen, Gstaadstrasse 61"",2650,46.4870970,7.2715372,berne"
"632,3.5,""Tramelan, Grand-Rue 177"",930,47.2227947,7.0950730,berne"
"633,4.5,""Niederwangen b. Bern, Bodelenweg 100"",2030,46.9276350,7.3708010,berne"
"634,3.5,""Attiswil, Oltenstrasse 5"",1050,47.2473495,7.6142614,berne"
"635,2,""Corgémont, Grand-Rue 10"",650,47.1946235,7.1446025,berne"
"636,1,""Ostermundigen, Unterer Chaletweg 27"",990,46.9585118,7.5054387,berne"
"637,2,""3780 Gstaad, Contact agency for the address"",N/A,46.4712998,7.2817826,berne"
"638,3,""Bern, Polygonstrasse 35"",1804,46.9620117,7.4449388,berne"
"639,3.5,""Biel-Bienne, Neumarktstrasse 31"",1660,47.1371281,7.2515434,berne"
"640,3,""Wiedlisbach, Sonnhalde 27"",1070,47.2506652,7.6494959,berne"
"641,4.5,""Bern, Kramgasse 72"",3800,46.9481282,7.4489812,berne"
"642,2.5,""6060 Sarnen, Contact agency for the address"",2150,46.8921024,8.2486952,obwald"
"643,4.5,""Kerns, Flüelistrasse 17"",2090,46.8982208,8.2744132,obwald"
"644,4.5,""Stalden (Sarnen), Rösslimatte 2"",1710,46.8857796,8.2077809,obwald"
"645,2.5,""Alpnach Dorf, Allmendweg 1"",1460,46.9424814,8.2765980,obwald"
"646,2,""6052 Hergiswil NW, Contact agency for the address"",1580,46.9902109,8.3098871,nidwald"
"647,4.5,""6052 Hergiswil NW, Contact agency for the address"",2980,46.9952961,8.3135733,nidwald"
"648,4.5,""Ennetbürgen, Riedmatt 15"",2750,46.9834415,8.4054820,nidwald"
"649,4.5,""Ennetbürgen, Riedmatt 15"",2750,46.9834415,8.4054820,nidwald"
"650,4.5,""6375 Beckenried, Contact agency for the address"",3950,46.9681660,8.4648610,nidwald"
"651,4.5,""6052 Hergiswil NW, Contact agency for the address"",2150,46.9857101,8.3098793,nidwald"
"652,1,""Beckenried, Buochserstrasse 86"",880,46.9709713,8.4533828,nidwald"
"653,4.5,""Steinhausen, Eichholzstrasse 4"",1650,47.1925166,8.4887542,zoug"
"654,N/A,""Zug, Baarerstrasse 73"",2700,47.1773084,8.5176896,zoug"
"655,2.5,""Holzhäusern ZG, Rigiweg 23"",2100,47.1542330,8.4384292,zoug"
"656,5.5,""6318 Walchwil, Contact agency for the address"",6500,47.1010750,8.5168798,zoug"
"657,2,""Zug, Bundesplatz 12"",3210,47.1718444,8.5151709,zoug"
"658,3,""Zug, Bundesplatz 12"",4120,47.1718444,8.5151709,zoug"
"659,N/A,""Baar, Zugerstrasse 49"",4041,47.1870070,8.5214527,zoug"
"660,4.5,""Oberägeri, Lutisbachweg 4"",5679,47.1379097,8.6004360,zoug"
"661,2.5,""6300 Zug, Contact agency for the address"",4200,47.1655208,8.5158679,zoug"
"662,4,""Baar, Burgmatt 1"",2390,47.1910537,8.5376800,zoug"
"663,5.5,""6300 Zug, Contact agency for the address"",15000,47.1670422,8.5223343,zoug"
"664,3.5,""Oberägeri, Lutisbachweg 2"",5592,47.1380080,8.6007705,zoug"
"665,4,""Zug, Bundesplatz 12"",4210,47.1718444,8.5151709,zoug"
"666,4.5,""4528 Zuchwil, Contact agency for the address"",1200,47.2054929,7.5597894,Soleure"
"667,3.5,""Gerlafingen, Tiefmattstrasse 16"",1100,47.1728650,7.5731759,Soleure"
"668,5.5,""4565 Recherswil, Contact agency for the address"",1900,47.1613835,7.5950295,Soleure"
"669,4.5,""4513 Langendorf, Contact agency for the address"",1300,47.2213431,7.5143208,Soleure"
"670,4,""4600 Olten, Contact agency for the address"",1850,47.3440004,7.9068982,Soleure"
"671,2,""Solothurn, Riedmattstrasse 6b"",830,47.2040672,7.5215805,Soleure"
"672,2,""Grenchen, Bielstrasse 136"",590,47.1874388,7.3827177,Soleure"
"673,3.5,""Grenchen, Schmelzistrasse 46"",1000,47.2008518,7.3878834,Soleure"
"674,3,""Olten, Friedensstrasse 94"",1220,47.3471235,7.9169032,Soleure"
"675,3.5,""2540 Grenchen, Contact agency for the address"",1050,47.1963871,7.3935704,Soleure"
"676,3.5,""Olten, Neuhardstrasse 11"",1680,47.3491516,7.9096748,Soleure"
"677,5.5,""Oensingen, Bienkenstr. 26"",1890,47.2893534,7.7197775,Soleure"
"678,3.5,""Feldbrunnen, Frank-Buchserstrasse 12"",1540,47.2191865,7.5554670,Soleure"
"679,5.5,""Zuchwil, Emmenholzweg 3"",1660,47.2111295,7.5578691,Soleure"
"680,4.5,""Zuchwil, Emmenholzweg 3"",1400,47.2111295,7.5578691,Soleure"
"681,3.5,""Dornach, Steinmattweg 19"",1520,47.4738863,7.6099446,Soleure"
"682,2.5,""Bellach, Grederstr. 52"",830,47.2113204,7.5105156,Soleure"
"683,4.5,""Biberist, Stegmattstrasse 5"",1350,47.1785370,7.5673651,Soleure"
"684,1,""Solothurn, Riedmattstrasse 8b"",780,47.2046120,7.5214613,Soleure"
"685,5.5,""Balsthal, Guntenfluhweg 30"",1990,47.3084171,7.6860790,Soleure"
"686,3,""Egerkingen, Weingartenstrasse 3"",1130,47.3209222,7.7895854,Soleure"
"687,3.5,""Grenchen, Schmelzirain 11"",1530,47.1995913,7.3878648,Soleure"
"688,3,""4600 Olten, Contact agency for the address"",1200,47.3506217,7.8930301,Soleure"
"689,3.5,""Grenchen, Jurastrasse 90"",1610,47.1983202,7.4063482,Soleure"
"690,3.5,""4500 Solothurn, Contact agency for the address"",1650,47.2086558,7.5325738,Soleure"
"691,3,""Zuchwil, Fliederweg 5"",940,47.2075758,7.5640663,Soleure"
"692,4.5,""Biberist, Stegmattstrasse 7"",1430,47.1782653,7.5680110,Soleure"
"693,4,""Olten, Mühletalweg 5"",1890,47.3456406,7.9177397,Soleure"
"694,4.5,""Wangen b. Olten, Langackerstr. 32"",1236,47.3454894,7.8793221,Soleure"
"695,3,""4413 Büren SO, Contact agency for the address"",1670,47.4458312,7.6751948,Soleure"
"696,4.5,""Olten, Solothurnerstr. 21+23/Hammeral"",1810,47.3499990,7.8979731,Soleure"
"697,1.5,""Derendingen, Hauptstr. 48"",970,47.1943424,7.5859388,Soleure"
"698,4.5,""Zuchwil, Stauffacherweg 7"",1460,47.2020550,7.5465200,Soleure"
"699,4.5,""4566 Kriegstetten, Contact agency for the address"",1200,47.1736038,7.5992063,Soleure"
"700,3.5,""Solothurn, Brühlstrasse 137"",1230,47.2053014,7.5130417,Soleure"
"701,3.5,""4227 Büsserach, Contact agency for the address"",1295,47.3909622,7.5405144,Soleure"
"702,4.5,""Solothurn, Hermesbühlstrasse 63"",1290,47.2096387,7.5275645,Soleure"
"703,2.5,""Grenchen, Centralstr. 3"",1140,47.1934250,7.3951880,Soleure"
"704,3.5,""Bettlach, Diebold-Schilling-Strasse 17 A"",1590,47.1979235,7.4215761,Soleure"
"705,4,""Olten, Dornacherstrasse 10"",1650,47.3515681,7.9015791,Soleure"
"706,4.5,""Oensingen, Mühlefeldstr. 55"",1565,47.2890213,7.7197666,Soleure"
"707,3.5,""Solothurn, Riedmattstrasse 8a"",1000,47.2046298,7.5217517,Soleure"
"708,3.5,""Bettlach, Grossmatt 5"",1090,47.1982001,7.4252728,Soleure"
"709,1,""Grenchen, Centralstr. 95"",750,47.1964530,7.3942725,Soleure"
"710,3.5,""Olten, Langhagstr. 6"",1385,47.3473145,7.9192592,Soleure"
"711,4.5,""Gerlafingen, Langfeldstrasse 3"",1072,47.1690663,7.5766849,Soleure"
"712,3.5,""Grenchen, Schützengasse 94"",1280,47.1930555,7.3872884,Soleure"
"713,4.5,""Riedholz, Buchenstrasse 9"",1630,47.2313350,7.5703479,Soleure"
"714,3.5,""Solothurn, Poststrasse 14"",1540,47.2068522,7.5327632,Soleure"
"715,3,""Olten, Langhagstr. 2"",1295,47.3470722,7.9188143,Soleure"
"716,3.5,""Erlinsbach SO, Steinenbachstrasse 14"",1250,47.3941361,8.0083849,Soleure"
"717,4,""Grenchen, Marktstrasse 3"",1420,47.1937039,7.3971117,Soleure"
"718,2.5,""Solothurn, Hauptgasse 14"",1590,47.2068900,7.5361532,Soleure"
"719,1,""Grenchen, Centralstr. 95"",750,47.1964530,7.3942725,Soleure"
"720,3.5,""Breitenbach, Bodenackerstrasse 29a"",1400,47.4009956,7.5451049,Soleure"
"721,3,""Breitenbach, Laufenstr. 18"",1040,47.4071471,7.5405695,Soleure"
"722,2.5,""Olten, Mühletalweg 5"",1050,47.3456555,7.9177562,Soleure"
"723,4,""Olten, Mühletalweg 5"",1890,47.3456560,7.9177560,Soleure"
"724,4.5,""4227 Büsserach, Contact agency for the address"",1250,47.3877065,7.5480939,Soleure"
"725,3.5,""Zuchwil, Stauffacherweg 5"",1210,47.2022170,7.5464149,Soleure"
"726,2,""Olten, Reiserstrasse 118"",1000,47.3478375,7.9146316,Soleure"
"727,3.5,""Grenchen, Schützengasse 96"",1650,47.1928640,7.3867696,Soleure"
"728,5.5,""Bettlach, Meisenweg 10"",2000,47.1963415,7.4279912,Soleure"
"729,4.5,""Däniken SO, Bäckerstrasse 3"",1830,47.3551502,7.9840131,Soleure"
"730,2.5,""4412 Nuglar, Contact agency for the address"",900,47.4714698,7.6937663,Soleure"
"731,2.5,""Selzach, Bäriswilstr. 8a"",1130,47.2087524,7.4601784,Soleure"
"732,3,""Solothurn, Hauptgasse 14"",1630,47.2068900,7.5361532,Soleure"
"733,3.5,""Derendingen, Löhrstrasse 51"",1890,47.1976148,7.5916045,Soleure"
"734,3.5,""Gerlafingen, Geiselfeldstrasse 17"",1090,47.1713551,7.5784274,Soleure"
"735,3.5,""Grenchen, Jurastrasse 79"",1800,47.1988101,7.4054188,Soleure"
"736,3.5,""Solothurn, Zuchwilerstr. 62"",1190,47.2024522,7.5450296,Soleure"
"737,3.5,""Solothurn, Schöngrünstr. 24b"",1560,47.2015224,7.5386664,Soleure"
"738,4.5,""4500 Solothurn, Contact agency for the address"",1440,47.2106283,7.5382820,Soleure"
"739,2.5,""4143 Dornach, Contact agency for the address"",1600,47.4798952,7.6131899,Soleure"
"740,3.5,""Grenchen, Karl-Mathy Strasse 26"",850,47.1874352,7.3813065,Soleure"
"741,3,""Grenchen, Bielstrasse 138"",920,47.1875551,7.3825131,Soleure"
"742,1.5,""4600 Olten, Contact agency for the address"",1060,47.3472696,7.9077419,Soleure"
"743,3.5,""Grenchen, Bettlachstrasse 66"",1750,47.1942108,7.4014765,Soleure"
"744,3.5,""4616 Kappel SO, Contact agency for the address"",1150,47.3229240,7.8489893,Soleure"
"745,3.5,""Solothurn, Poststrasse 14"",1560,47.2068522,7.5327632,Soleure"
"746,1.5,""Olten, Mühletalweg 5"",790,47.3456560,7.9177560,Soleure"
"747,4.5,""Grenchen, Freiestrasse 56"",1300,47.1907909,7.4029693,Soleure"
"748,5.5,""Selzach, Passionsstrasse 7"",1590,47.2040282,7.4547600,Soleure"
"749,4.5,""4514 Lommiswil, Contact agency for the address"",2000,47.2252687,7.4738051,Soleure"
"750,4,""Zuchwil, Brunnackerweg 10"",1100,47.2024327,7.5644305,Soleure"
"751,4.5,""Biberist, Stegmattstrasse 7"",1430,47.1782653,7.5680110,Soleure"
"752,2.5,""4227 Büsserach, Contact agency for the address"",1145,47.3933920,7.5383574,Soleure"
"753,4.5,""Däniken SO, Bäckerstrasse 3"",1850,47.3551502,7.9840131,Soleure"
"754,4.5,""4514 Lommiswil, Contact agency for the address"",1690,47.2224124,7.4759925,Soleure"
"755,4.5,""Biberist, Grüttstrasse 5a"",1420,47.1797497,7.5677920,Soleure"
"756,4,""Bellach, Marktstrasse 3"",1210,47.2099250,7.5086844,Soleure"
"757,2.5,""Solothurn, Poststrasse 14"",1400,47.2068868,7.5327739,Soleure"
"758,4.5,""Dornach, Apfelseestr. 9"",1640,47.4756669,7.6090583,Soleure"
"759,1,""Grenchen, Centralstr. 3"",1150,47.1934075,7.3952592,Soleure"
"760,1,""Solothurn, Hauptgasse 28"",1257,47.2072194,7.5362129,Soleure"
"761,3,""Zuchwil, Brunnackerweg 22"",1000,47.2015875,7.5642041,Soleure"
"762,2,""Gerlafingen, Wilerstrasse 6"",690,47.1702025,7.5663205,Soleure"
"763,4.5,""Schönenwerd, Stauwehrstrasse 11"",1490,47.3767785,8.0121291,Soleure"
"764,3.5,""Grenchen, Marktstrasse 3"",1050,47.1937039,7.3971117,Soleure"
"765,2.5,""4143 Dornach, Contact agency for the address"",1850,47.4787459,7.6209932,Soleure"
"766,4.5,""Olten, Mühletalweg 3"",2145,47.3461427,7.9174165,Soleure"
"767,2.5,""Subingen, Winkelweg 16"",1210,47.1972515,7.6071096,Soleure"
"768,3.5,""Grenchen, Ruffinistrasse 7"",770,47.1862774,7.3816701,Soleure"
"769,5.5,""Grenchen, Ruffinistrasse 7"",1090,47.1862774,7.3816701,Soleure"
"770,3.5,""Olten, Mühletalweg 5"",1510,47.3456555,7.9177562,Soleure"
"771,2.5,""4554 Etziken, Contact agency for the address"",950,47.1835032,7.6456266,Soleure"
"772,3.5,""Olten, Aarburgerstrasse 197"",1140,47.3426797,7.9084671,Soleure"
"773,4.5,""Biberist, Schöngrünstr. 64A"",2030,47.1822573,7.5598741,Soleure"
"774,3.5,""4500 Solothurn, Contact agency for the address"",1750,47.2083937,7.5295540,Soleure"
"775,4.5,""Breitenbach, Bodenackerstrasse 29a"",1580,47.4009956,7.5451049,Soleure"
"776,3.5,""Olten, Kirchgasse 9"",1475,47.3497231,7.9018135,Soleure"
"777,4.5,""Zuchwil, Trafostr. 1"",1840,47.2106567,7.5536057,Soleure"
"778,5,""4500 Solothurn, Contact agency for the address"",1540,47.2058549,7.5341940,Soleure"
"779,4,""4145 Gempen, Contact agency for the address"",1890,47.4783413,7.6633672,Soleure"
"780,4.5,""Bellach, Allmendgasse 1"",1320,47.2118291,7.4929399,Soleure"
"781,4.5,""Däniken SO, Bäckerstrasse 3"",1879,47.3551502,7.9840131,Soleure"
"782,4.5,""Gerlafingen, Geiselfeldstrasse 15"",1200,47.1713581,7.5782209,Soleure"
"783,2.5,""Grenchen, Däderizstrasse 1"",850,47.1960726,7.3917618,Soleure"
"784,4.5,""Breitenbach, Bodenackertrasse 29"",1550,47.4009956,7.5451049,Soleure"
"785,4.5,""4145 Gempen, Contact agency for the address"",1800,47.4748904,7.6589402,Soleure"
"786,3,""Grenchen, Marktplatz 14"",1190,47.1937778,7.3966772,Soleure"
"787,4.5,""Nunningen, Säspelstrasse 7"",1320,47.3940437,7.6148237,Soleure"
"788,3.5,""4234 Zullwil, Contact agency for the address"",1080,47.3894234,7.6028286,Soleure"
"789,3.5,""Trimbach, Winznauerstrasse 53"",1210,47.3631728,7.9028078,Soleure"
"790,4.5,""Grenchen, Schützengasse 96"",1540,47.1928156,7.3866859,Soleure"
"791,3.5,""Solothurn, Schöngrünstr. 26c"",1490,47.2012527,7.5384812,Soleure"
"792,2.5,""Biberist, Blümlisalpstrasse 20"",970,47.1846949,7.5547163,Soleure"
"793,4.5,""4542 Luterbach, Contact agency for the address"",1640,47.2146780,7.5785126,Soleure"
"794,2,""Hägendorf, Dünnernstr. 11"",860,47.3281305,7.8452967,Soleure"
"795,1,""Grenchen, Centralstr. 95"",780,47.1964530,7.3942725,Soleure"
"796,2.5,""Nunningen, Säspelstrasse 7"",1090,47.3940437,7.6148237,Soleure"
"797,3.5,""4500 Solothurn, Contact agency for the address"",1540,47.2063455,7.5373283,Soleure"
"798,4,""Grenchen, Florastrasse 27"",1350,47.1859501,7.3968063,Soleure"
"799,3.5,""4143 Dornach, Contact agency for the address"",2310,47.4781057,7.6218012,Soleure"
"800,3.5,""Dornach, Birsweg 23"",1650,47.4855113,7.6097077,Soleure"
"801,4.5,""Zuchwil, Stauffacherweg 3"",1340,47.2015190,7.5464064,Soleure"
"802,3.5,""Grenchen, Bettlachstr. 7"",1010,47.1929925,7.3968939,Soleure"
"803,3.5,""Dornach, Birsweg 21"",1600,47.4856060,7.6097030,Soleure"
"804,4.5,""Selzach, Bäriswilstr. 10a"",1800,47.2004918,7.4551788,Soleure"
"805,3,""Grenchen, Lingerizstr. 64a"",850,47.1882109,7.3799095,Soleure"
"806,2.5,""Oensingen, Mühlefeldstr. 53"",970,47.2889140,7.7190840,Soleure"
"807,4.5,""2540 Grenchen, Contact agency for the address"",1740,47.1911888,7.3904288,Soleure"
"808,3.5,""4524 Günsberg, Contact agency for the address"",1500,47.2579334,7.5811376,Soleure"
"809,3.5,""Gerlafingen, Geiselfeldstrasse 11"",1103,47.1710709,7.5776925,Soleure"
"810,4,""Olten, Frohburgstrasse 10/10 A"",2520,47.3523077,7.9037985,Soleure"
"811,3.5,""Solothurn, Buchenstrasse 14"",1299,47.2075674,7.5140348,Soleure"
"812,2.5,""2540 Grenchen, Contact agency for the address"",1000,47.1924976,7.3951670,Soleure"
"813,2.5,""Wangen b. Olten, Mittelgäustr. 64"",790,47.3389080,7.8683840,Soleure"
"814,7,""Bellach, Marktstrasse 3"",2050,47.2099250,7.5086844,Soleure"
"815,3.5,""Grenchen, Marktstrasse 3"",1190,47.1937039,7.3971117,Soleure"
"816,4.5,""Neuendorf, Fulenbacherstrasse 9"",1390,47.3024844,7.8000103,Soleure"
"817,4,""Oensingen, Mühlefeldstrasse 61"",1010,47.2890367,7.7209117,Soleure"
"818,4.5,""Olten, Schöngrundstrasse 40/42"",1520,47.3545116,7.8941436,Soleure"
"819,3.5,""Solothurn, Hermesbühlstrasse 65"",1180,47.2094627,7.5274419,Soleure"
"820,3.5,""Zuchwil, Luterbachstrasse 34"",1010,47.2090458,7.5610603,Soleure"
"821,2,""4112 Flüh, Contact agency for the address"",1440,47.4850068,7.4963297,Soleure"
"822,4.5,""Dornach, Steinmattweg 15"",1740,47.4742457,7.6109406,Soleure"
"823,4.5,""8215 Hallau, Contact agency for the address"",1690,47.6975602,8.4526539,Schaffhouse"
"824,3.5,""Neuhausen am Rheinfall, Langrietstr. 20"",1460,47.6775980,8.5994017,Schaffhouse"
"825,4,""Schaffhausen, Winkelriedstrasse 13"",1280,47.7012372,8.6515132,Schaffhouse"
"826,3.5,""8232 Merishausen, Contact agency for the address"",1470,47.7695420,8.6004580,Schaffhouse"
"827,1,""8240 Thayngen, Contact agency for the address"",1750,47.7512801,8.7126481,Schaffhouse"
"828,4.5,""8226 Schleitheim, Contact agency for the address"",1290,47.7506630,8.4825711,Schaffhouse"
"829,3.5,""Schaffhausen, Vorstadt """"Adler"""" 67/69"",1580,47.6985100,8.6344500,Schaffhouse"
"830,3.5,""Schaffhausen, Fulachstrasse 259"",1950,47.7156735,8.6525850,Schaffhouse"
"831,4.5,""Schaffhausen, Zur Stahlgiesserei 2"",1985,47.7030620,8.6300570,Schaffhouse"
"832,2.5,""Schaffhausen, Bachstrasse 25/27"",1130,47.6965896,8.6377003,Schaffhouse"
"833,1,""8215 Hallau, Contact agency for the address"",700,47.6972860,8.4542385,Schaffhouse"
"834,4.5,""Schaffhausen, Vordergasse 3"",2950,47.6957300,8.6378042,Schaffhouse"
"835,5.5,""8212 Neuhausen am Rheinfall, Contact agency for the address"",3100,47.6773127,8.6103814,Schaffhouse"
"836,1.5,""8260 Stein am Rhein, Contact agency for the address"",1260,47.6639614,8.8539336,Schaffhouse"
"837,3.5,""Beringen, Im Benze 45"",1815,47.6959984,8.5943618,Schaffhouse"
"838,5.5,""8212 Neuhausen am Rheinfall, Contact agency for the address"",2800,47.6854578,8.6119922,Schaffhouse"
"839,5.5,""8228 Beggingen, Contact agency for the address"",1650,47.7673133,8.5369828,Schaffhouse"
"840,4.5,""Schaffhausen, Korallenstieg 11"",1750,47.6985183,8.6428031,Schaffhouse"
"841,4.5,""Beringen, Im Benze 47"",2240,47.6961830,8.5933720,Schaffhouse"
"842,6.5,""Schaffhausen, Zur Stahlgiesserei 1"",2840,47.7026586,8.6298211,Schaffhouse"
"843,2,""Neuhausen am Rheinfall, Industriestrasse 23"",1240,47.6800616,8.6178551,Schaffhouse"
"844,2.5,""Schaffhausen, Bachstrasse 25/27"",1105,47.6965896,8.6377003,Schaffhouse"
"845,4.5,""8232 Merishausen, Contact agency for the address"",1595,47.7693340,8.6003841,Schaffhouse"
"846,2.5,""Schaffhausen, Moserstr. 48"",1791,47.6954977,8.6378164,Schaffhouse"
"847,4.5,""8228 Beggingen, Contact agency for the address"",1740,47.7656201,8.5374651,Schaffhouse"
"848,1.5,""8215 Hallau, Contact agency for the address"",900,47.6953893,8.4481652,Schaffhouse"
"849,3.5,""7165 Breil-Brigels, Contact agency for the address"",1300,46.7634519,9.0594325,Grisons"
"850,4.5,""7026 Maladers, Contact agency for the address"",1850,46.8378671,9.5650007,Grisons"
"851,3.5,""7252 Klosters Dorf, Contact agency for the address"",2600,46.8807237,9.8675000,Grisons"
"852,5.5,""7250 Klosters, Contact agency for the address"",4200,46.8713554,9.8846807,Grisons"
"853,5.5,""7272 Davos Clavadel, Contact agency for the address"",3950,46.7442619,9.8301270,Grisons"
"854,3.5,""Bonaduz, Bavurtga 8"",1930,46.8128286,9.3998703,Grisons"
"855,3.5,""7453 Tinizong, Contact agency for the address"",3200,46.5865710,9.6209069,Grisons"
"856,3.5,""Ilanz, Spitalstr. (Altbau) 7"",1820,46.7766016,9.2050180,Grisons"
"857,2.5,""7252 Klosters Dorf, Contact agency for the address"",1400,46.8881484,9.8764175,Grisons"
"858,3.5,""Domat-Ems, Untere Bahnhofstr. 20"",1295,46.8363771,9.4472302,Grisons"
"859,1,""Chur, Pulvermühlestr. 5"",840,46.8510913,9.5167258,Grisons"
"860,4.5,""Ilanz, Spitalstr. (Altbau) 7"",2150,46.7766016,9.2050180,Grisons"
"861,3.5,""7252 Klosters Dorf, Contact agency for the address"",2200,46.8838188,9.8724794,Grisons"
"862,5,""Chur, Wiesentalstr. 33"",1860,46.8579323,9.5290821,Grisons"
"863,3.5,""Chur, Alexanderstr. 25"",2130,46.8540618,9.5311516,Grisons"
"864,4.5,""Tavanasa, Via Mutteins 21"",1370,46.7577755,9.0685426,Grisons"
"865,5.5,""7165 Breil-Brigels, Contact agency for the address"",2800,46.7716347,9.0636182,Grisons"
"866,4.5,""7013 Domat-Ems, Contact agency for the address"",2700,46.8314022,9.4508403,Grisons"
"867,2.5,""6535 Roveredo GR, Contact agency for the address"",990,46.2169503,9.1325843,Grisons"
"868,4.5,""7165 Breil-Brigels, Contact agency for the address"",2100,46.7706830,9.0617890,Grisons"
"869,5.5,""7000 Chur, Contact agency for the address"",2830,46.8482782,9.5084269,Grisons"
"870,4.5,""Chur, Martinsplatz 4"",1825,46.8483069,9.5320430,Grisons"
"871,3.5,""Ilanz, Spitalstr. (Neubau) 8"",1780,46.7766016,9.2050180,Grisons"
"872,5.5,""7204 Untervaz, Contact agency for the address"",2570,46.9264670,9.5341911,Grisons"
"873,3.5,""7016 Trin Mulin, Contact agency for the address"",2400,46.8339407,9.3440911,Grisons"
"874,3.5,""7166 Trun, Contact agency for the address"",1600,46.7434892,8.9868607,Grisons"
"875,3.5,""Ilanz, Spitalstr. (Neubau) 8"",1745,46.7766016,9.2050180,Grisons"
"876,3.5,""Ilanz, Spitalstr. (Neubau) 8"",1835,46.7766016,9.2050180,Grisons"
"877,2.5,""Laax GR, Via Marcau 6"",1090,46.8140640,9.2653800,Grisons"
"878,5.5,""Domat-Ems, Untere Bahnhofstr. 59"",1958,46.8381634,9.4416814,Grisons"
"879,4.5,""Bonaduz, Bavurtga (Altbau) 9"",1710,46.8128847,9.4003591,Grisons"
"880,4.5,""Domat-Ems, Via Padrusa 34"",1468,46.8348874,9.4413631,Grisons"
"881,2,""7159 Andiast, Contact agency for the address"",790,46.7817630,9.1141028,Grisons"
"882,3.5,""7204 Untervaz, Contact agency for the address"",1990,46.9243921,9.5404313,Grisons"
"883,5.5,""5453 Remetschwil, Contact agency for the address"",4650,47.4081691,8.3288051,Argovie"
"884,3.5,""4323 Wallbach, Contact agency for the address"",2410,47.5619314,7.8980259,Argovie"
"885,2,""Brugg AG, Untere Hofstatt 9"",1070,47.4851818,8.2073470,Argovie"
"886,2.5,""4324 Obermumpf, Contact agency for the address"",1365,47.5259115,7.9360230,Argovie"
"887,4.5,""Aarau Rohr, Hauptstrasse 50 A"",1660,47.4019141,8.0812880,Argovie"
"888,4.5,""4333 Münchwilen AG, Contact agency for the address"",3295,47.5388307,7.9690000,Argovie"
"889,3.5,""Windisch, Kestenbergstr. 16"",1220,47.4722980,8.2117674,Argovie"
"890,1.5,""Wohlen AG, Pilatusstrasse 22"",1150,47.3486625,8.2802764,Argovie"
"891,3.5,""5000 Aarau, Contact agency for the address"",1700,47.3907594,8.0510242,Argovie"
"892,3.5,""5330 Bad Zurzach, Contact agency for the address"",2660,47.5879173,8.2953859,Argovie"
"893,3,""Muri AG, Bühlfeld 5"",1150,47.2665470,8.3470802,Argovie"
"894,2.5,""Aarau, Hintere Bahnhofstrasse 79"",1390,47.3917757,8.0552187,Argovie"
"895,4,""Möhlin, Steinligasse 9"",1300,47.5671493,7.8416898,Argovie"
"896,4,""5325 Leibstadt, Contact agency for the address"",1550,47.5922088,8.1699351,Argovie"
"897,3.5,""Rheinfelden, Pappelnweg 28 B"",1965,47.5482600,7.7745580,Argovie"
"898,3.5,""Stein AG, Münchwilerstrasse 27"",2140,47.5462076,7.9579319,Argovie"
"899,3.5,""4663 Aarburg, Contact agency for the address"",1200,47.3189603,7.9042170,Argovie"
"900,2.5,""Kaiseraugst, Schwarzackerstr. 60"",1498,47.5345017,7.7303099,Argovie"
"901,4.5,""Seon, Unterdorfstr. 20"",1860,47.3473197,8.1615367,Argovie"
"902,4.5,""5512 Wohlenschwil, Contact agency for the address"",1830,47.4128478,8.2510586,Argovie"
